// ID, Skill1, Option1, Option2, Skill2, Option3, Option4, ..., Skill6, Option11, Option12
// Skill: 1 - Summon, 2 - Heal, 3 - PolyMorph, 4 - Effect, 48 - DoubleAttack, 
// 95 - Suicide, 96 - CriticalAttack, 97 - TripleAttack, 98 - SelfDestuction, 99 - DrainLife
// 100 - Attack(4), 101 - Attack(5), 102 - MentalBreaker(Drain SP)
// Effects : 1 - Stone, 2 - Freeze, 3 - Stun, 4 - Sleep, 5 - Slient, 6 - Poison, 7 - Confuse, 8 - Curse, 9 - Dark
1129,10,0,0,4,7,7,97,0,0,10,0,0,97,0,0,0,0,0
1280,7,0,0,98,0,0,7,0,0,98,0,0,7,0,0,0,0,0
1164,4,3,3,0,0,0,4,3,3,0,0,0,4,3,3,0,0,0
1248,48,0,0,0,0,0,48,0,0,0,0,0,48,0,0,0,0,0
1041,48,0,0,97,0,0,48,0,0,97,0,0,48,0,0,0,0,0
1151,52,0,0,99,0,0,52,0,0,99,0,0,0,0,0,0,0,0
1249,4,7,7,58,0,0,42,0,0,58,0,0,42,0,0,0,0,0
1261,136,0,0,0,0,0,136,0,0,0,0,0,136,0,0,0,0,0
1130,19,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0
1140,17,0,0,18,0,0,17,0,0,18,0,0,0,0,0,0,0,0
1065,20,0,0,86,0,0,92,0,0,15,0,0,20,0,0,0,0,0
1277,90,0,0,0,0,0,90,0,0,0,0,0,90,0,0,0,0,0
1256,52,0,0,135,0,0,97,0,0,52,0,0,135,0,0,0,0,0
1143,121,0,0,18,0,0,121,0,0,18,0,0,0,0,0,0,0,0
1099,140,0,0,52,0,0,140,0,0,52,0,0,0,0,0,0,0,0
1250,18,0,0,2,0,0,18,0,0,2,0,0,0,0,0,0,0,0
1035,111,0,0,29,0,0,26,0,0,97,0,0,99,0,0,0,0,0
1367,17,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,0
1037,48,0,0,0,0,0,48,0,0,0,0,0,48,0,0,0,0,0
1281,14,0,0,19,0,0,20,0,0,12,0,0,150,0,0,0,0,0
1029,29,0,0,0,0,0,29,0,0,0,0,0,29,0,0,0,0,0
1214,2,0,0,6,0,0,115,0,0,152,0,0,0,0,0,0,0,0
1199,4,1,1,0,0,0,4,1,1,0,0,0,4,1,1,0,0,0
1102,99,0,0,0,0,0,99,0,0,0,0,0,99,0,0,0,0,0
1155,11,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0
1274,26,0,0,0,0,0,26,0,0,0,0,0,26,0,0,0,0,0
1156,11,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0
1109,84,0,0,99,0,0,84,0,0,99,0,0,0,0,0,0,0,0
1383,10,0,0,7,0,0,4,7,7,99,0,0,0,0,0,0,0,0
1108,86,0,0,0,0,0,86,0,0,0,0,0,86,0,0,0,0,0
1253,148,0,0,0,0,0,148,0,0,0,0,0,148,0,0,0,0,0
1061,29,0,0,4,8,8,29,0,0,4,8,8,0,0,0,0,0,0
1189,117,0,0,47,0,0,117,0,0,47,0,0,0,0,0,0,0,0
1101,111,0,0,4,7,7,111,0,0,4,7,7,0,0,0,0,0,0
1191,99,0,0,0,0,0,99,0,0,0,0,0,99,0,0,0,0,0
1263,84,0,0,20,0,0,118,0,0,84,0,0,20,0,0,0,0,0
1257,136,0,0,0,0,0,136,0,0,0,0,0,136,0,0,0,0,0
1267,2,0,0,26,0,0,6,0,0,4,7,7,2,0,0,0,0,0
1380,135,0,0,48,0,0,97,0,0,48,0,0,97,0,0,0,0,0
1163,7,0,0,114,0,0,7,0,0,114,0,0,0,0,0,0,0,0
1276,148,0,0,0,0,0,148,0,0,0,0,0,148,0,0,0,0,0
1149,110,0,0,91,0,0,110,0,0,91,0,0,0,0,0,0,0,0
1213,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0
1192,137,0,0,30,0,0,4,8,8,99,0,0,137,0,0,0,0,0
1264,48,0,0,97,0,0,59,0,0,48,0,0,97,0,0,0,0,0
1304,137,0,0,52,0,0,1,1100,1100,137,0,0,52,0,0,0,0,0
1378,4,1,1,4,9,9,4,1,1,4,9,9,0,0,0,0,0,0
1303,97,0,0,4,3,3,5,0,0,4,3,3,5,0,0,0,0,0
1368,4,4,4,2,0,0,4,4,4,2,0,0,0,0,0,0,0,0
1209,52,0,0,0,0,0,52,0,0,0,0,0,52,0,0,0,0,0
1294,1,1139,1139,96,0,0,97,0,0,1,1139,1139,96,0,0,0,0,0
1131,91,0,0,15,0,0,84,0,0,13,0,0,99,0,0,0,0,0
1216,48,0,0,97,0,0,99,0,0,48,0,0,99,0,0,0,0,0
1369,136,0,0,101,0,0,136,0,0,101,0,0,136,0,0,0,0,0
1322,5,0,0,152,0,0,5,0,0,152,0,0,5,0,0,0,0,0
1117,91,0,0,4,1,1,4,8,8,99,0,0,91,0,0,0,0,0
1260,4,9,9,4,8,8,4,1,1,99,0,0,4,9,9,0,0,0
1195,97,0,0,99,0,0,97,0,0,99,0,0,99,0,0,0,0,0
1308,7,0,0,98,0,0,7,0,0,98,0,0,7,0,0,0,0,0
1323,86,0,0,0,0,0,86,0,0,0,0,0,86,0,0,0,0,0
1387,51,0,0,52,0,0,51,0,0,52,0,0,52,0,0,0,0,0
1278,58,0,0,8,0,0,4,3,3,58,0,0,8,0,0,0,0,0
1388,2,0,0,156,0,0,1,1265,1267,1,1249,1248,1,1281,1261,0,0,0
1269,4,1,1,0,0,0,4,1,1,0,0,0,4,1,1,0,0,0
1321,4,4,4,99,0,0,4,4,4,99,0,0,0,0,0,0,0,0
1207,58,0,0,51,0,0,2,0,0,135,0,0,92,0,0,0,0,0
1154,5,0,0,96,0,0,97,0,0,5,0,0,96,0,0,0,0,0
1275,58,0,0,2,0,0,72,0,0,58,0,0,2,0,0,0,0,0
1298,57,0,0,1,1036,1036,57,0,0,1,1036,1036,0,0,0,0,0,0
1293,26,0,0,1,1300,1300,4,9,9,4,8,8,4,9,9,0,0,0
1309,17,0,0,19,0,0,7,0,0,10,0,0,1,1129,1129,0,0,0
1391,86,0,0,2,0,0,86,0,0,2,0,0,86,0,0,0,0,0
1270,26,0,0,123,0,0,4,5,5,4,9,9,123,0,0,0,0,0
1132,137,0,0,114,0,0,30,0,0,137,0,0,114,0,0,0,0,0
1317,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0
1299,114,0,0,1,1122,1123,97,0,0,114,0,0,1,1124,1125,0,0,0
1297,48,0,0,4,6,6,4,8,8,48,0,0,4,6,6,0,0,0
1377,14,0,0,19,0,0,20,0,0,15,0,0,150,0,0,0,0,0
1300,4,1,1,52,0,0,4,1,1,52,0,0,4,1,1,0,0,0
1086,7,0,0,42,0,0,135,0,0,19,0,0,18,0,0,0,0,0
1385,7,0,0,83,0,0,17,0,0,18,0,0,83,0,0,0,0,0
1262,7,0,0,17,0,0,7,0,0,17,0,0,7,0,0,0,0,0
1115,7,0,0,58,0,0,8,0,0,60,0,0,17,0,0,0,0,0
1205,114,0,0,59,0,0,61,0,0,59,0,0,61,0,0,0,0,0
1296,111,0,0,96,0,0,1,1133,1134,1,1135,1136,96,0,0,0,0,0
1371,4,9,9,4,8,8,4,5,5,4,7,7,4,5,5,0,0,0
1384,7,0,0,17,0,0,18,0,0,83,0,0,48,0,0,0,0,0
1310,91,0,0,110,0,0,91,0,0,110,0,0,91,0,0,0,0,0
1365,57,0,0,98,0,0,101,0,0,0,0,0,0,0,0,0,0,0
1382,17,0,0,19,0,0,56,0,0,17,0,0,56,0,0,0,0,0
1386,135,0,0,4,4,4,149,0,0,135,0,0,4,4,4,0,0,0
1305,52,0,0,140,0,0,1,1099,1099,52,0,0,1,1099,1099,0,0,0
1381,58,0,0,8,0,0,4,3,3,58,0,0,4,3,3,0,0,0
1292,84,0,0,59,0,0,4,5,5,1,1109,1109,4,5,5,0,0,0
1318,7,0,0,19,0,0,7,0,0,19,0,0,7,0,0,0,0,0
1159,29,0,0,51,0,0,57,0,0,60,0,0,91,0,0,0,0,0
1112,114,0,0,60,0,0,8,0,0,1,1291,1291,30,0,0,0,0,0
1283,91,0,0,0,0,0,91,0,0,0,0,0,91,0,0,0,0,0
1376,97,0,0,99,0,0,97,0,0,99,0,0,99,0,0,0,0,0
1201,136,0,0,6,0,0,138,0,0,136,0,0,6,0,0,0,0,0
1315,136,0,0,150,0,0,1,1364,1364,136,0,0,150,0,0,0,0,0
1259,48,0,0,97,0,0,100,0,0,101,0,0,48,0,0,0,0,0
1046,114,0,0,2,0,0,1,1061,1061,15,0,0,61,0,0,0,0,0
1319,14,0,0,15,0,0,14,0,0,15,0,0,14,0,0,0,0,0
1290,136,0,0,97,0,0,1,1016,1016,1,1028,1028,136,0,0,0,0,0
1202,20,0,0,138,0,0,4,3,3,20,0,0,4,3,3,0,0,0
1291,137,0,0,52,0,0,29,0,0,4,8,8,4,8,8,0,0,0
1059,42,0,0,58,0,0,76,0,0,1,1303,1303,2,0,0,10,0,0
1190,76,0,0,6,0,0,8,0,0,1,1189,1189,29,0,0,6,0,0
1390,76,0,0,4,9,9,76,0,0,4,9,9,76,0,0,0,0,0
1208,61,0,0,0,0,0,61,0,0,0,0,0,61,0,0,0,0,0
1320,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0
1295,20,0,0,1,1320,1320,20,0,0,1,1320,1320,20,0,0,0,0,0
1374,26,0,0,0,0,0,26,0,0,0,0,0,26,0,0,0,0,0
1203,114,0,0,0,0,0,114,0,0,0,0,0,114,0,0,0,0,0
1307,8,0,0,2,0,0,14,0,0,19,0,0,20,0,0,0,0,0
1302,17,0,0,83,0,0,48,0,0,4,8,8,4,8,8,0,0,0
1366,1,1367,1367,0,0,0,1,1367,1367,0,0,0,1,1367,1367,0,0,0
1087,114,0,0,1,1213,1213,21,0,0,111,0,0,8,0,0,29,0,0
1251,20,0,0,114,0,0,1,1245,1245,12,0,0,89,0,0,60,0,0
1379,4,8,8,99,0,0,4,8,8,99,0,0,4,8,8,0,0,0
1038,1,1029,1297,5,0,0,60,0,0,4,1,1,140,0,0,4,8,8
1148,4,1,1,0,0,0,4,1,1,0,0,0,4,1,1,0,0,0
1219,114,0,0,57,0,0,58,0,0,57,0,0,58,0,0,0,0,0
1272,1,1302,1302,83,0,0,4,8,8,99,0,0,60,0,0,18,0,0
1147,114,0,0,1,1194,1194,2,0,30,60,0,20,57,0,0,91,0,0
1289,57,0,0,114,0,0,2,0,0,12,0,0,91,0,0,48,0,0
1039,60,0,20,114,0,0,1,1101,1101,85,0,0,4,8,8,57,0,0
1399,60,0,20,114,0,0,1,1101,1101,85,0,0,57,0,0,0,0,0
1268,83,0,0,57,0,0,83,0,0,57,0,0,83,0,0,0,0,0
1389,137,0,0,30,0,0,1,1005,1005,135,0,0,99,0,0,102,0,0
1370,26,0,0,99,0,0,26,0,0,99,0,0,99,0,0,0,0,0
1157,21,0,0,148,0,0,99,0,0,26,0,0,1,1154,1140,21,0,0
1373,60,0,20,1,1290,1298,2,0,0,4,3,3,58,0,0,57,0,0
1312,114,0,0,1,1315,1319,1,1318,1318,4,3,3,8,0,0,136,0,0
